region,latitude,longitude,crime_type,severity,hour,is_night,weather,is_weekend,safety_score,is_safe
Eastside,40.71430893487944,-73.99986761294652,Indecent Exposure,4,15,0,Rain,1,54.11420969180332,1
Eastside,40.70162262004189,-73.98675592660466,Assault,5,11,0,Fog,0,56.080007439469696,1
Eastside,40.72391891314154,-74.01127203257678,Indecent Exposure,4,11,0,Clear,0,55.88914325813079,1
Eastside,40.70100302471635,-74.01016143862968,Sexual Assault,8,8,0,Fog,0,46.296083662463424,0
Eastside,40.72397772020972,-73.99173462123176,Assault,5,2,1,Fog,0,46.603797267449515,0
Eastside,40.69890893072244,-73.99108635912536,Indecent Exposure,4,10,0,Clear,0,61.80765748655567,1
Eastside,40.72002692384819,-73.98105221404175,Harassment,3,13,0,Clear,0,60.51394549591397,1
Eastside,40.691229349535575,-73.98521523336115,Verbal Abuse,2,21,1,Clear,0,58.681616950534575,1
Eastside,40.71468928991371,-73.98957989305174,Stalking,4,15,0,Rain,0,57.830448201364796,1
Eastside,40.707260699920326,-73.97606762892417,Assault,5,8,0,Clear,0,51.21771897634427,1
Eastside,40.72421114879949,-73.98662688825337,Robbery,3,14,0,Fog,1,62.041771224811356,1
Eastside,40.7048698562774,-73.97876720084322,Eve Teasing,2,23,1,Clear,1,50.0032467505202,1
Eastside,40.695834581118135,-73.99115316882134,Harassment,3,20,1,Clear,1,57.5543384457205,1
Eastside,40.70236210383898,-73.99489847439048,Assault,5,9,0,Fog,0,63.55736431175224,1
Eastside,40.69297050979328,-73.98436071846494,Indecent Exposure,4,12,0,Clear,0,46.012327754726016,0
Eastside,40.7025742230533,-73.99872233753436,Harassment,3,22,1,Clear,0,71.91602165377414,1
Eastside,40.70103253190075,-73.96990171813923,Harassment,3,18,1,Fog,1,45.39261121664538,0
Eastside,40.728698664362604,-73.98631362951572,Indecent Exposure,4,8,0,Fog,0,53.3127782180273,1
Eastside,40.71542937354426,-73.9764446302635,Assault,5,12,0,Clear,1,55.535227978990456,1
Eastside,40.704072124845084,-73.98186385535769,Robbery,3,11,0,Clear,0,55.10344015835762,1
Eastside,40.70350042045753,-73.98943526389185,Robbery,3,11,0,Fog,0,72.47687464282984,1
Eastside,40.711658443579076,-73.9828789083898,Stalking,4,10,0,Clear,0,45.561354095771534,0
Eastside,40.731830822530696,-73.9866803344073,Verbal Abuse,2,15,0,Fog,0,55.337253917621275,1
Eastside,40.701238266634455,-73.98212439702912,Sexual Assault,8,10,0,Rain,0,67.92333214168166,1
Eastside,40.721945302173886,-73.9681000510268,Assault,5,11,0,Clear,1,60.39453942356131,1
Eastside,40.70856905126044,-73.97518238604339,Sexual Assault,8,10,0,Clear,0,61.82135966745581,1
Eastside,40.71407315914662,-73.97944880756027,Harassment,3,11,0,Snow,0,62.21529029457191,1
Eastside,40.707753375929336,-73.98206345152356,Sexual Assault,8,17,0,Clear,0,80.04616680271569,1
Eastside,40.71152193496453,-73.97587129859231,Eve Teasing,2,12,0,Clear,0,47.78583650254113,0
Eastside,40.70763827833376,-73.98964037761993,Harassment,3,13,0,Clear,0,57.38480811363931,1
Eastside,40.72368520883387,-73.98526695300714,Robbery,3,18,1,Clear,0,49.62325418806557,0
Eastside,40.714398872328395,-73.97703881785088,Sexual Assault,8,8,0,Rain,0,45.437225424348675,0
Eastside,40.717293502354224,-73.98699289878434,Robbery,3,19,1,Rain,0,42.09282480211588,0
Eastside,40.71059671762567,-74.00369867666673,Indecent Exposure,4,13,0,Fog,0,53.245511702704896,1
Eastside,40.72178882334076,-73.97591543343556,Robbery,3,19,1,Clear,0,44.060857697877644,0
Eastside,40.719928575842374,-73.9811742868119,Stalking,4,10,0,Fog,0,59.180986054372354,1
Eastside,40.7234912541724,-73.99266567194529,Verbal Abuse,2,15,0,Rain,1,38.36246804968008,0
Eastside,40.707456620326866,-73.96760011608524,Sexual Assault,8,11,0,Clear,0,55.55054621986962,1
Eastside,40.71957060068759,-73.9847035858361,Robbery,3,12,0,Rain,0,43.587095952439455,0
Eastside,40.71212564671223,-73.98151680372445,Harassment,3,15,0,Clear,0,45.78050472934939,0
Eastside,40.723038015483326,-73.98562523654859,Sexual Assault,8,9,0,Snow,0,70.3316411668543,1
Eastside,40.72052682315286,-73.99887465401738,Indecent Exposure,4,0,1,Clear,1,75.89342649851798,1
Eastside,40.72022683441206,-73.97916513678408,Sexual Assault,8,7,0,Rain,1,54.87418617182402,1
Eastside,40.70950560672783,-73.99472568748756,Sexual Assault,8,13,0,Clear,0,59.42624189233345,1
Eastside,40.72696930939356,-73.98242377896266,Stalking,4,13,0,Clear,0,76.12345888290288,1
Eastside,40.70091821176354,-73.98951580830764,Robbery,3,16,0,Fog,0,51.184291082029766,1
Eastside,40.694656086937194,-73.98018814349875,Verbal Abuse,2,16,0,Clear,0,56.552998414824394,1
Eastside,40.7134930833152,-73.9793116032403,Sexual Assault,8,19,1,Rain,0,60.02019270996865,1
Eastside,40.718434564609545,-73.99394965991299,Sexual Assault,8,12,0,Fog,0,60.80098841635207,1
Eastside,40.71376983141407,-73.9857592727428,Assault,5,8,0,Clear,0,54.72172455370726,1
Eastside,40.70637021219911,-73.9828484601565,Assault,5,8,0,Clear,0,39.138983411780366,0
Eastside,40.73223445794825,-73.99474614970018,Robbery,3,17,0,Clear,0,48.37920211666031,0
Eastside,40.704989330096005,-73.97934550761568,Sexual Assault,8,15,0,Fog,0,39.85075724629947,0
Eastside,40.71329251479702,-73.9897027676101,Robbery,3,12,0,Clear,1,60.11253278539574,1
Eastside,40.707794950920295,-73.9904257707208,Assault,5,3,1,Clear,0,44.75193846662872,0
Eastside,40.70811726157549,-73.98066673173928,Harassment,3,11,0,Clear,0,37.34417197562485,0
Eastside,40.71678070796001,-73.9914200683196,Stalking,4,9,0,Fog,0,54.73484751271042,1
Eastside,40.724775447247694,-73.98912578627989,Indecent Exposure,4,18,1,Clear,0,68.20847906220708,1
Eastside,40.72206565760684,-73.99983145008446,Assault,5,5,1,Clear,0,51.13544769244074,1
Eastside,40.728985381120964,-73.97897871541382,Indecent Exposure,4,5,1,Clear,0,68.17282807777585,1
Eastside,40.704756769879374,-73.99650135752883,Eve Teasing,2,18,1,Rain,0,48.516897298563045,0
Eastside,40.70529617061284,-73.99930138243758,Assault,5,20,1,Rain,0,53.01314887051038,1
Eastside,40.71699649105419,-73.97568848721713,Assault,5,12,0,Clear,1,57.394894681127795,1
Eastside,40.70280304680291,-73.98493638228673,Eve Teasing,2,4,1,Rain,1,56.029544169889114,1
Eastside,40.71466234131988,-73.99675380235169,Indecent Exposure,4,15,0,Fog,0,41.286331318176174,0
Eastside,40.720636977158485,-73.97572625989554,Sexual Assault,8,10,0,Clear,1,64.36035654483908,1
Eastside,40.7031183665233,-74.00321119477056,Verbal Abuse,2,14,0,Clear,0,61.649554577357165,1
Eastside,40.719336610247744,-73.9939819967461,Harassment,3,23,1,Clear,0,51.74274223262912,1
Eastside,40.71441440512923,-73.97351119652878,Eve Teasing,2,18,1,Fog,0,29.43682132528666,0
Eastside,40.71467037000726,-73.98282604869266,Stalking,4,6,0,Fog,1,69.97698516041463,1
Eastside,40.70046608828776,-73.99563034907082,Sexual Assault,8,5,1,Clear,0,60.60892722681806,1
Eastside,40.72651072892413,-73.97813808811415,Sexual Assault,8,9,0,Clear,1,38.77066997318762,0
Eastside,40.71694071710114,-73.9840565881238,Harassment,3,11,0,Clear,0,64.83922681430734,1
Eastside,40.702157899202206,-73.9658325317852,Harassment,3,10,0,Rain,0,71.65309046060091,1
Eastside,40.698764293578186,-73.99491384486082,Verbal Abuse,2,9,0,Fog,0,46.175409517677515,0
Eastside,40.71607676653401,-73.99795519388844,Stalking,4,2,1,Clear,1,58.39435554810899,1
Eastside,40.7183751738302,-73.98661496354364,Sexual Assault,8,16,0,Clear,0,39.64981237334125,0
Eastside,40.71556221836082,-73.9821656010807,Verbal Abuse,2,23,1,Clear,0,69.40585080601879,1
Eastside,40.716224159827114,-73.97080990712712,Indecent Exposure,4,12,0,Rain,0,53.49359279718475,1
Eastside,40.71386110868259,-73.99446923285069,Harassment,3,4,1,Fog,0,53.45385858453094,1
Eastside,40.72231340923183,-73.98628675683875,Indecent Exposure,4,15,0,Fog,0,49.55636418490905,0
Eastside,40.70907057998194,-73.99421050029522,Robbery,3,19,1,Clear,0,29.505769444153024,0
Eastside,40.70628856393237,-74.00680150459054,Eve Teasing,2,23,1,Clear,0,53.03811854147534,1
Eastside,40.715783486346446,-73.99209213362599,Verbal Abuse,2,20,1,Clear,1,49.982710950711216,0
Eastside,40.700242038447,-73.9877139186831,Verbal Abuse,2,14,0,Rain,0,51.491152263710006,1
Eastside,40.71140083977165,-73.9776349588327,Stalking,4,16,0,Clear,1,62.24596996442464,1
Eastside,40.71389856162914,-73.98021156129474,Harassment,3,23,1,Clear,0,55.626760501619785,1
Eastside,40.71543657223703,-73.99790208406799,Indecent Exposure,4,22,1,Clear,0,54.808044495991695,1
Eastside,40.71636992910894,-73.99746360465127,Sexual Assault,8,22,1,Fog,1,67.32921095047247,1
Eastside,40.7071923189325,-73.98958080709863,Harassment,3,11,0,Clear,0,33.50686449081867,0
Eastside,40.70035575080382,-73.9817622278844,Robbery,3,12,0,Rain,0,46.992424472737824,0
Eastside,40.71345491476331,-73.98141663576787,Stalking,4,22,1,Clear,0,67.30560428869207,1
Eastside,40.719874652897694,-73.98252544457867,Harassment,3,1,1,Clear,0,47.070525026683995,0
Eastside,40.738115395968705,-73.98740550615582,Indecent Exposure,4,8,0,Snow,1,51.920976577294,1
Eastside,40.70653684704231,-73.98522620829085,Harassment,3,9,0,Clear,0,57.65198635948302,1
Eastside,40.713252108675405,-74.00243118227942,Stalking,4,10,0,Fog,0,34.00126767780954,0
Eastside,40.713454111731174,-73.9847494461079,Verbal Abuse,2,7,0,Clear,0,67.17275089890565,1
Eastside,40.72931571737655,-73.98078054189047,Stalking,4,7,0,Clear,1,50.428400364485505,1
Eastside,40.71910058767556,-73.98442569923941,Verbal Abuse,2,11,0,Clear,0,71.38791931333927,1
Eastside,40.7124017385647,-73.98206439795665,Assault,5,9,0,Clear,1,45.29239336597449,0
Eastside,40.70869326699823,-73.98287369376933,Eve Teasing,2,8,0,Clear,0,51.94733947634899,1
Eastside,40.69979074693937,-74.00823683017325,Verbal Abuse,2,12,0,Clear,0,48.975983778656385,0
Eastside,40.68906315848266,-73.98704003141835,Sexual Assault,8,14,0,Rain,0,54.20472732291801,1
Eastside,40.69815943335076,-73.9890846821054,Robbery,3,15,0,Clear,1,52.50824162056042,1
Eastside,40.712107613334574,-73.98160345404746,Sexual Assault,8,14,0,Clear,0,39.81546341032909,0
Eastside,40.72949783686241,-73.99418480519759,Assault,5,9,0,Clear,0,51.4848819810072,1
Eastside,40.72321101572906,-74.00520147821996,Stalking,4,12,0,Clear,1,52.756178901086635,1
Eastside,40.71794705653775,-73.98316564968596,Indecent Exposure,4,10,0,Clear,0,49.85513896642578,0
Eastside,40.70025008549385,-73.99318096622947,Sexual Assault,8,0,1,Rain,0,61.46234131157715,1
Eastside,40.70834304759881,-74.00488065495037,Stalking,4,15,0,Clear,1,49.76942759961414,0
Eastside,40.70377407333172,-74.01103176592592,Indecent Exposure,4,20,1,Fog,0,56.60884382991769,1
Eastside,40.69236596847521,-73.99017350492242,Harassment,3,15,0,Clear,0,72.99618760051933,1
Eastside,40.7304737635971,-73.98747683135241,Stalking,4,15,0,Clear,0,50.48836779995703,1
Eastside,40.70146267209276,-73.99545128610826,Robbery,3,10,0,Clear,0,50.555009717897946,1
Eastside,40.70435397858882,-74.00194346307501,Harassment,3,13,0,Clear,0,49.96635906749492,0
Eastside,40.71576600765511,-73.97504519349174,Indecent Exposure,4,15,0,Clear,0,64.13092030529779,1
Eastside,40.72416188064434,-73.99742539447482,Eve Teasing,2,9,0,Fog,0,54.975201688768394,1
Eastside,40.71378777727866,-73.97646079088592,Stalking,4,14,0,Rain,0,45.969367609039956,0
Eastside,40.70717692872069,-74.0007909239308,Harassment,3,9,0,Fog,0,58.80391053897901,1
Eastside,40.70613720864245,-74.0013267128974,Robbery,3,2,1,Clear,0,65.71083080728032,1
Eastside,40.7156827493979,-73.98938271037805,Verbal Abuse,2,17,0,Snow,0,82.66139919811899,1
Eastside,40.72063334150934,-73.98188673355837,Sexual Assault,8,9,0,Clear,1,42.5895787879636,0
Eastside,40.71658889759947,-73.95736891543693,Verbal Abuse,2,10,0,Clear,0,62.52324893027437,1
Eastside,40.71184775767448,-73.99084942888409,Eve Teasing,2,23,1,Fog,0,65.75657468825898,1
Eastside,40.72439612940573,-73.99394318810438,Assault,5,3,1,Clear,1,53.84305793891463,1
Eastside,40.69108925927436,-73.99035099478799,Robbery,3,3,1,Snow,0,39.7016709179673,0
Eastside,40.70830203305374,-73.9941000811167,Robbery,3,15,0,Rain,0,53.335226130519786,1
Eastside,40.69518841585534,-74.00930468019124,Indecent Exposure,4,13,0,Fog,1,57.98200278098241,1
Eastside,40.71515819473219,-73.98880126131097,Robbery,3,19,1,Rain,0,44.23957220551354,0
Eastside,40.71087498635309,-73.97521051600762,Harassment,3,13,0,Clear,0,60.324113160430315,1
Eastside,40.72222785096171,-73.98940967131712,Harassment,3,12,0,Clear,0,63.29213940826256,1
Eastside,40.72567651511188,-73.9841127199699,Robbery,3,2,1,Clear,1,57.86792897544197,1
Eastside,40.717909153489266,-73.97993741963089,Harassment,3,13,0,Clear,1,54.3764535803122,1
Eastside,40.704307476447845,-73.99042965166156,Indecent Exposure,4,15,0,Rain,0,49.99948549025447,0
Eastside,40.70481235892789,-73.99992652524159,Sexual Assault,8,9,0,Rain,0,55.248684840162966,1
Eastside,40.72145802872563,-73.98185937447575,Sexual Assault,8,13,0,Rain,1,43.18420665427074,0
Eastside,40.71230697970629,-73.9804402853504,Eve Teasing,2,14,0,Clear,1,50.241446634065746,1
Eastside,40.708391676602034,-73.99073429695015,Indecent Exposure,4,9,0,Clear,1,61.902663991729185,1
Eastside,40.721433301098614,-73.98528115165747,Stalking,4,23,1,Clear,0,46.80267878189716,0
Eastside,40.69130322582274,-73.99894189401091,Assault,5,13,0,Rain,0,64.18550823793665,1
Eastside,40.710084786890825,-73.98916404420959,Assault,5,0,1,Snow,1,38.346909213223626,0
Eastside,40.712507950838265,-73.98210916121849,Indecent Exposure,4,14,0,Fog,0,57.70206291238311,1
Eastside,40.6946146687751,-73.96301501393306,Eve Teasing,2,8,0,Clear,0,63.34492720704601,1
Eastside,40.708122946270514,-73.97625666995229,Robbery,3,7,0,Clear,0,81.74103892486018,1
Eastside,40.68525779824015,-73.98927629261485,Harassment,3,10,0,Clear,0,59.228788467533306,1
Eastside,40.70209103410027,-73.97905698868023,Harassment,3,8,0,Rain,0,44.12318123462327,0
Eastside,40.7261277311799,-74.0021030475447,Eve Teasing,2,9,0,Clear,1,52.86162576862058,1
Eastside,40.71670211889942,-73.98115685833564,Eve Teasing,2,10,0,Rain,1,54.424179834512785,1
Eastside,40.70209832150791,-73.98052674388538,Harassment,3,12,0,Fog,0,41.64947904573104,0
Eastside,40.7199923058072,-73.99916659212526,Eve Teasing,2,14,0,Clear,1,65.44561275785371,1
Eastside,40.71457957602781,-73.9696914845413,Stalking,4,19,1,Clear,0,63.18803775737263,1
Eastside,40.70703588592031,-73.98999181772427,Eve Teasing,2,21,1,Clear,1,46.65049631712323,0
Eastside,40.704875485497595,-73.98225176255009,Eve Teasing,2,16,0,Clear,0,52.994794687470254,1
Eastside,40.70961315675901,-73.98872144273707,Stalking,4,8,0,Snow,1,28.56483744201947,0
Eastside,40.70240494564155,-73.99432527683827,Harassment,3,14,0,Rain,1,46.9757280557719,0
Eastside,40.706864123946374,-73.98503759059332,Assault,5,15,0,Clear,0,54.71717351292888,1
Eastside,40.716625425701366,-73.99835161829031,Sexual Assault,8,13,0,Clear,0,64.64415005616203,1
Eastside,40.7013614228224,-73.96868377715342,Harassment,3,20,1,Clear,0,38.93762232525344,0
Eastside,40.695734789881364,-73.99727597751412,Robbery,3,14,0,Clear,0,51.10134376206532,1
Eastside,40.72741945005802,-73.99212374240676,Sexual Assault,8,12,0,Clear,1,50.14105175874619,1
Westside,40.70880701050499,-74.0026521736003,Indecent Exposure,4,14,0,Fog,0,50.182095845526966,1
Westside,40.74171698183821,-74.01472681640159,Eve Teasing,2,15,0,Clear,1,32.38974815505653,0
Westside,40.7278238460376,-73.99394517715288,Assault,5,8,0,Clear,0,41.30326741744962,0
Westside,40.74023223185737,-74.02120320689944,Eve Teasing,2,14,0,Clear,0,46.15174438188672,0
Westside,40.72795062085768,-74.00105743321838,Indecent Exposure,4,15,0,Clear,0,36.01078970783353,0
Westside,40.73867095841734,-74.01033597793328,Harassment,3,12,0,Clear,1,54.668244164047685,1
Westside,40.73354862380812,-74.00973159595982,Verbal Abuse,2,21,1,Rain,1,28.30106974374712,0
Westside,40.742184174234715,-74.01057746983231,Assault,5,16,0,Clear,0,47.616903369259624,0
Westside,40.72068803777422,-74.01452999432847,Stalking,4,21,1,Clear,0,53.285794714214596,1
Westside,40.744312695959955,-74.00168090093828,Harassment,3,8,0,Rain,0,56.93937067097493,1
Westside,40.73508650177309,-74.02280828361278,Stalking,4,0,1,Clear,0,35.510259188709384,0
Westside,40.727038631968135,-74.01850063497466,Sexual Assault,8,15,0,Rain,0,35.39717649283164,0
Westside,40.72892259859834,-74.01958525686457,Eve Teasing,2,8,0,Fog,0,43.10346274844577,0
Westside,40.73933472831642,-74.01408562253276,Assault,5,14,0,Fog,0,30.816115112793412,0
Westside,40.74309718265088,-74.00977580791603,Harassment,3,1,1,Clear,0,42.5110659900152,0
Westside,40.72891649235321,-74.00307469692682,Verbal Abuse,2,16,0,Clear,1,40.74029352341238,0
Westside,40.722123678035544,-74.00518638718641,Sexual Assault,8,22,1,Clear,1,42.738572803991254,0
Westside,40.73537626323845,-74.011735009818,Verbal Abuse,2,14,0,Clear,1,38.991146244539294,0
Westside,40.7407506076755,-74.01712879030899,Stalking,4,2,1,Clear,0,48.56095854230007,0
Westside,40.72453878914938,-74.00426592584287,Harassment,3,15,0,Clear,0,43.632853898839755,0
Westside,40.74186247973332,-74.0247081203314,Robbery,3,8,0,Rain,0,52.593471280744396,1
Westside,40.704003294772164,-74.00771347052046,Harassment,3,17,0,Fog,1,45.706948160355445,0
Westside,40.74270641225646,-74.01027678072306,Sexual Assault,8,19,1,Clear,0,34.145250087759315,0
Westside,40.72002742354821,-73.99619060423333,Eve Teasing,2,6,0,Rain,0,40.80250989711774,0
Westside,40.7274264151347,-74.01369174199462,Assault,5,15,0,Clear,0,51.07565323308623,1
Westside,40.73996812507136,-74.01740981398987,Eve Teasing,2,13,0,Clear,0,52.34247815427473,1
Westside,40.72118992692547,-74.02275062884918,Verbal Abuse,2,18,1,Clear,0,38.85983884750419,0
Westside,40.72404729481157,-74.04076703813196,Robbery,3,11,0,Fog,0,26.518024978847066,0
Westside,40.73754401771651,-74.00265096188416,Sexual Assault,8,2,1,Clear,0,41.32347699508747,0
Westside,40.7261549692694,-74.01420594177681,Harassment,3,5,1,Clear,1,63.91554820991459,1
Westside,40.74170348702902,-74.01137325303796,Robbery,3,11,0,Clear,0,36.27545687950737,0
Westside,40.73237253252314,-74.02495893968575,Robbery,3,22,1,Clear,0,35.07712009470747,0
Westside,40.71896654090341,-73.9989868375479,Eve Teasing,2,15,0,Clear,0,39.34502919160274,0
Westside,40.731448783445096,-74.00485175517964,Robbery,3,8,0,Rain,0,30.385020016285992,0
Westside,40.72641989111367,-74.00756206249048,Sexual Assault,8,8,0,Fog,0,33.98033385627874,0
Westside,40.73437351777878,-74.00658759751593,Eve Teasing,2,4,1,Clear,1,22.595822087630076,0
Westside,40.73076164578101,-74.0232667589522,Indecent Exposure,4,1,1,Clear,1,9.522226876064032,0
Westside,40.735505363427926,-73.99410197368428,Eve Teasing,2,0,1,Snow,1,41.34412527902276,0
Westside,40.73275678688167,-74.01504318281275,Verbal Abuse,2,5,1,Clear,0,42.849330696848114,0
Westside,40.74666370545669,-74.00369024338036,Eve Teasing,2,5,1,Clear,1,30.118140767641925,0
Westside,40.73021461699577,-74.00380937776396,Stalking,4,12,0,Snow,1,43.21376319081456,0
Westside,40.728228097623465,-74.00484449258526,Stalking,4,2,1,Clear,0,30.22525363061264,0
Westside,40.73824688581635,-74.00980102434974,Sexual Assault,8,12,0,Fog,0,45.48971917061467,0
Westside,40.73646935298387,-74.0142213157002,Harassment,3,23,1,Clear,0,32.9687894533438,0
Westside,40.74285591130165,-74.0083761260362,Indecent Exposure,4,10,0,Clear,1,21.549919935665017,0
Westside,40.74084131484819,-74.00286133653859,Indecent Exposure,4,6,0,Snow,0,57.95108448343941,1
Westside,40.73471592137707,-74.01855486497271,Stalking,4,4,1,Clear,0,39.78573446273436,0
Westside,40.727282280426074,-73.99290479334223,Assault,5,18,1,Clear,0,43.69331021156131,0
Westside,40.7429409637496,-73.9986426349257,Assault,5,12,0,Clear,1,39.69645878136351,0
Westside,40.74708932139703,-74.01561492743929,Indecent Exposure,4,12,0,Clear,0,33.38843315345847,0
Westside,40.71765336078467,-74.01365069449064,Harassment,3,9,0,Clear,0,28.270161485346065,0
Westside,40.72981747361139,-73.99574723909564,Verbal Abuse,2,14,0,Clear,1,51.918685063086656,1
Westside,40.734199422514656,-74.01330315844646,Verbal Abuse,2,12,0,Clear,0,43.25169130051951,0
Westside,40.735979137376084,-74.01799012555384,Indecent Exposure,4,19,1,Fog,1,29.943540136080507,0
Westside,40.7263120825284,-74.01222886404578,Assault,5,12,0,Clear,0,41.208618790263984,0
Westside,40.75034482101795,-73.99777625781297,Stalking,4,0,1,Clear,0,45.944998067495575,0
Westside,40.73587779434809,-73.99984950017331,Verbal Abuse,2,23,1,Fog,0,26.2021758840055,0
Westside,40.721073512422166,-73.99616620834954,Eve Teasing,2,23,1,Clear,0,39.138126641818914,0
Westside,40.750968497946054,-74.00761199545458,Harassment,3,14,0,Clear,1,53.98530274707163,1
Westside,40.738268554006105,-74.02289298730211,Robbery,3,13,0,Rain,1,51.77236601567564,1
Westside,40.72644480795424,-73.99889837546473,Robbery,3,5,1,Clear,0,50.61924785488081,1
Westside,40.72773051040983,-74.03729448811065,Sexual Assault,8,15,0,Clear,1,27.89317014193123,0
Westside,40.738152449265705,-74.00941609310993,Harassment,3,8,0,Clear,0,50.87102362015743,1
Westside,40.740648423586,-73.99264202193864,Sexual Assault,8,9,0,Clear,1,50.01306537077225,1
Westside,40.73287316829779,-74.02495384900176,Robbery,3,4,1,Rain,1,33.57007609881041,0
Westside,40.73812650991207,-73.99117545783443,Harassment,3,22,1,Clear,0,19.6090448675628,0
Westside,40.73022171622626,-74.00610987544468,Verbal Abuse,2,11,0,Clear,0,54.65576384364711,1
Westside,40.72765766678029,-74.01041529637338,Stalking,4,14,0,Rain,1,47.01957491632326,0
Westside,40.749909368272014,-74.0031179359296,Sexual Assault,8,11,0,Rain,0,37.123952658191975,0
Westside,40.71906036270177,-74.01110321995503,Assault,5,22,1,Rain,0,39.321337689268994,0
Westside,40.75806152984746,-74.02114417673778,Robbery,3,14,0,Clear,1,40.613271695194484,0
Westside,40.74231000626786,-74.00361565042783,Indecent Exposure,4,20,1,Clear,0,44.56238797367314,0
Westside,40.74862401935438,-74.00590031339016,Indecent Exposure,4,2,1,Clear,0,50.43061377294812,1
Westside,40.72658006220238,-74.00767212184923,Indecent Exposure,4,13,0,Rain,0,45.21845109612117,0
Westside,40.71681446465313,-74.01087658494296,Harassment,3,15,0,Rain,0,59.584743011315,1
Westside,40.738416602319525,-74.01171314978069,Eve Teasing,2,19,1,Rain,1,51.623085196682,1
Westside,40.7278156866738,-74.01686755127102,Harassment,3,14,0,Clear,0,23.28143386863695,0
Westside,40.71597930351454,-74.0214988931124,Eve Teasing,2,19,1,Clear,0,46.69123991029298,0
Westside,40.71739063563369,-74.00606519047126,Harassment,3,15,0,Rain,0,49.33418482958288,0
Westside,40.73700845093116,-74.00799208927356,Indecent Exposure,4,15,0,Clear,0,34.935918916990865,0
Westside,40.75022146758548,-73.99869412259015,Indecent Exposure,4,12,0,Clear,0,28.86541991784739,0
Westside,40.739919155381514,-74.00858874931359,Indecent Exposure,4,15,0,Clear,0,50.03038978762463,1
Westside,40.72978577955915,-74.01539726929781,Indecent Exposure,4,11,0,Clear,0,39.99073373769847,0
Westside,40.74389153824788,-74.02021751102856,Robbery,3,11,0,Clear,0,41.47103526468418,0
Westside,40.74470037073664,-74.01790922592045,Harassment,3,22,1,Clear,1,36.04810166968936,0
Westside,40.735324998628876,-74.00094406165005,Stalking,4,14,0,Snow,1,47.192509830553334,0
Westside,40.748328187943564,-74.00501502649695,Indecent Exposure,4,13,0,Rain,1,25.610853056638454,0
Westside,40.75173363946153,-74.01489452399939,Indecent Exposure,4,12,0,Snow,0,39.202156545673226,0
Westside,40.713970982689446,-74.01107338772533,Eve Teasing,2,3,1,Rain,0,29.365366328776602,0
Westside,40.73449536952597,-74.01729507558882,Verbal Abuse,2,8,0,Rain,0,49.15019924919956,0
Westside,40.73961536574611,-74.00284429078505,Stalking,4,1,1,Rain,0,22.917538396180674,0
Westside,40.719177768332536,-74.00849772300835,Indecent Exposure,4,16,0,Fog,1,37.80156296220817,0
Westside,40.74886540134992,-74.00328505263536,Robbery,3,15,0,Clear,0,47.44147788948119,0
Westside,40.73075100910797,-73.99841977611884,Verbal Abuse,2,3,1,Snow,0,39.64822583496443,0
Westside,40.72817160538148,-74.0162357992364,Robbery,3,19,1,Clear,0,29.022271820158174,0
Westside,40.72630713013011,-74.00910867137036,Assault,5,13,0,Clear,1,39.99477476331972,0
Westside,40.74617335540002,-74.02777223926945,Verbal Abuse,2,14,0,Clear,1,31.842888893730404,0
Westside,40.72507956439223,-74.01453695153135,Stalking,4,15,0,Rain,0,38.51152484837886,0
Westside,40.72694386257256,-73.99673843632449,Verbal Abuse,2,14,0,Clear,1,43.2787181823329,0
Westside,40.73718659306757,-74.01346320515235,Verbal Abuse,2,0,1,Clear,1,32.13068449796114,0
Westside,40.73539842322188,-74.03784154435762,Indecent Exposure,4,3,1,Clear,1,61.22026046300686,1
Westside,40.73271971970215,-73.99461173620546,Harassment,3,12,0,Clear,0,40.84201008339372,0
Westside,40.732889593925854,-74.01021128125944,Indecent Exposure,4,15,0,Rain,0,47.87138554003474,0
Westside,40.7247413189403,-74.00837668650381,Robbery,3,13,0,Clear,1,49.07487586221472,0
Westside,40.73641778370691,-74.0054518662534,Stalking,4,17,0,Fog,1,34.04479209664021,0
Westside,40.72925617549537,-74.00565161804975,Harassment,3,8,0,Clear,0,60.15530261362825,1
Westside,40.729275947298134,-74.01309257454938,Robbery,3,14,0,Rain,1,37.940102837621964,0
Westside,40.72102194521575,-73.99697423494774,Eve Teasing,2,7,0,Rain,0,56.08866279244033,1
Westside,40.742131281076944,-73.99299836361135,Indecent Exposure,4,13,0,Clear,0,29.03242832970679,0
Westside,40.738098375932,-74.00238897222319,Indecent Exposure,4,9,0,Clear,1,48.26480870360277,0
Westside,40.71590990496442,-74.0026704216739,Assault,5,11,0,Clear,0,25.130399189637345,0
Westside,40.718729950791335,-73.9887740976943,Verbal Abuse,2,10,0,Clear,0,65.57730919268994,1
Westside,40.73033057724246,-74.00019549805894,Assault,5,11,0,Rain,0,52.960834490794355,1
Westside,40.738610251451426,-73.99931897336224,Eve Teasing,2,9,0,Clear,0,26.714553218836027,0
Westside,40.74023807363088,-74.00886758626473,Indecent Exposure,4,19,1,Clear,0,43.51766137814326,0
Westside,40.72724125176833,-74.00821035954331,Harassment,3,0,1,Clear,0,36.244305396915294,0
Westside,40.71678079450679,-74.01771827766558,Stalking,4,17,0,Clear,0,38.507147452763554,0
Westside,40.728130635820555,-73.99507345111716,Robbery,3,17,0,Clear,0,53.56433710165732,1
